DATE,CL1,CL4,MVOLNU,AAA_Yield,BAA_Yield,ICJ,VIX,BDI,GSCI,SPYDPS,SPY,BM,SP_LAST,SP_LOW,SP_HIGH,SP_OPEN,PE,SPX_12MEPS,USGG10YR,USGG3M,USGG6M,SIM
23/12/1998,11.33,11.33,#N/A,6.74,7.32,#N/A,20.21,801,129.9125,1.5673,122.854,4.7091,1228.54,1203.57,1229.89,1203.57,28.3572,39.53,4.797,4.579,4.664,0
24/12/1998,11.23,11.23,#N/A,6.78,7.36,#N/A,21.48,794,129.939,1.5673,122.627,4.6839,1226.27,1224.85,1229.72,1228.54,28.2048,39.69,4.85,4.556,4.683,0.007692308
28/12/1998,11.46,11.46,#N/A,6.73,7.31,#N/A,23.5,#N/A,130.6552,1.5673,122.549,4.6731,1225.49,1221.17,1231.52,1226.27,28.1214,40.04,4.753,4.524,4.552,0.038461538
29/12/1998,11.72,11.72,#N/A,6.69,7.28,#N/A,22.18,794,131.9792,1.5673,124.181,4.7347,1241.81,1220.78,1241.86,1225.49,28.4946,40.04,4.678,4.59,4.632,0.046153846
30/12/1998,11.75,11.75,#N/A,6.66,7.26,#N/A,23.34,791,131.6673,1.5673,123.193,4.6971,1231.93,1231.2,1244.93,1241.81,28.2571,40.06,4.642,4.537,4.589,0.053846154
31/12/1998,12.05,12.05,#N/A,6.65,7.23,#N/A,24.42,794,133.019,1.5673,122.923,4.6426,1229.23,1224.96,1237.18,1231.93,28.1553,39.41,4.648,4.452,4.534,0.061538462
04/01/1999,12.34,12.34,#N/A,6.7,7.3,#N/A,26.17,784,134.7565,1.5673,122.81,4.6466,1228.1,1219.1,1248.81,1229.23,28.0841,39.41,4.675,4.472,4.555,0.1
05/01/1999,11.99,11.99,#N/A,6.73,7.35,#N/A,24.46,779,133.578,1.5673,124.478,4.7107,1244.78,1228.1,1246.11,1228.1,28.4714,39.4,4.743,4.486,4.568,0.107692308
06/01/1999,12.8,12.8,#N/A,6.71,7.32,#N/A,23.34,791,137.541,1.5673,127.234,4.8163,1272.34,1244.78,1272.5,1244.78,29.108,39.39,4.707,4.454,4.526,0.115384615
07/01/1999,13.09,13.09,#N/A,6.73,7.34,#N/A,24.37,792,137.8125,1.5673,126.973,4.8072,1269.73,1257.68,1272.34,1272.34,29.0534,39.39,4.771,4.433,4.493,0.123076923
08/01/1999,13.07,13.07,#N/A,6.78,7.37,#N/A,23.28,791,138.7489,1.5673,127.509,4.8288,1275.09,1261.85,1278.05,1269.73,29.184,39.38,4.87,4.473,4.524,0.130769231
11/01/1999,13.44,13.44,#N/A,6.79,7.38,#N/A,25.46,787,140.4371,1.5673,126.388,4.7814,1263.88,1253.43,1276.22,1275.09,28.8976,39.42,4.925,4.504,4.555,0.153846154
12/01/1999,12.89,12.89,#N/A,6.74,7.35,#N/A,28.1,786,138.4231,1.5673,123.951,4.6904,1239.51,1238.25,1264.45,1263.88,28.3471,39.41,4.816,4.476,4.505,0.161538462
13/01/1999,12.31,12.31,#N/A,6.7,7.29,#N/A,30.11,780,135.617,1.5673,123.44,4.6691,1234.4,1206.59,1247.66,1239.51,28.2595,39.36,4.705,4.423,4.441,0.169230769
14/01/1999,12.15,12.15,#N/A,6.63,7.23,#N/A,32.98,778,135.4001,1.5673,121.219,4.5833,1212.19,1209.48,1236.81,1234.4,27.7403,39.37,4.61,4.423,4.409,0.176923077
15/01/1999,12.11,12.11,#N/A,6.67,7.27,#N/A,29.24,778,135.0766,1.5673,124.326,4.7005,1243.26,1212.19,1243.27,1212.19,28.4497,39.38,4.685,4.431,4.438,0.184615385
19/01/1999,12.08,12.08,#N/A,6.66,7.27,#N/A,29.24,777,133.5775,1.5673,125.2,4.733,1252,1234.91,1253.27,1243.26,28.6465,39.38,4.713,4.378,4.437,0.215384615
20/01/1999,11.81,11.81,#N/A,6.68,7.29,#N/A,28.6,791,132.4441,1.5673,125.662,4.7512,1256.62,1251.1,1274.08,1252,28.7574,39.37,4.747,4.372,4.462,0.223076923
21/01/1999,12.46,12.46,#N/A,6.66,7.27,#N/A,30.92,826,134.6387,1.5673,123.516,4.6704,1235.16,1232.19,1256.94,1256.62,28.2688,39.37,4.679,4.278,4.44,0.230769231
22/01/1999,12.69,12.69,#N/A,6.62,7.23,#N/A,31.95,843,135.2501,1.5673,122.519,4.632,1225.19,1218,1236.53,1235.16,28.0364,39.38,4.623,4.338,4.439,0.238461538
25/01/1999,12.44,12.44,#N/A,6.64,7.25,#N/A,31.13,848,133.4487,1.5673,123.398,4.6617,1233.98,1219.46,1233.98,1225.19,28.2207,39.36,4.661,4.421,4.481,0.261538462
26/01/1999,12.06,12.06,#N/A,6.64,7.26,#N/A,29.23,847,132.1659,1.5673,125.231,4.7299,1252.31,1233.98,1253.27,1233.98,28.6338,39.37,4.693,4.465,4.483,0.269230769
27/01/1999,12.32,12.32,#N/A,6.63,7.26,#N/A,29.73,843,133.1738,1.5673,124.317,4.693,1243.17,1242.82,1262.62,1252.31,28.4039,39.4,4.673,4.423,4.43,0.276923077
28/01/1999,12.45,12.45,#N/A,6.62,7.23,#N/A,28.11,835,134.3641,1.5673,126.537,4.7744,1265.37,1243.17,1266.32,1243.17,28.9092,39.4,4.659,4.485,4.44,0.284615385
29/01/1999,12.75,12.75,#N/A,6.6,7.21,#N/A,26.25,827,135.2692,1.5673,127.964,4.8307,1279.64,1255.2,1280.4,1265.37,29.2352,39.4,4.651,4.452,4.449,0.292307692
01/02/1999,12.37,12.37,#N/A,6.66,7.28,#N/A,27.67,816,133.4895,1.5673,127.3,4.7948,1273,1271.29,1283.64,1279.64,29.0407,39.64,4.753,4.524,4.502,0.315384615
02/02/1999,12.3,12.3,#N/A,6.7,7.32,#N/A,28.16,803,133.9086,1.5673,126.199,4.7539,1261.99,1247.62,1273.34,1273,28.7933,39.64,4.798,4.528,4.568,0.323076923
03/02/1999,12.38,12.38,#N/A,6.71,7.32,#N/A,27.88,794,133.9257,1.5673,127.207,4.7911,1272.07,1255.27,1276.08,1261.99,29.0185,39.64,4.826,4.475,4.579,0.330769231
04/02/1999,12.02,12.02,#N/A,6.76,7.37,#N/A,29.48,794,133.1237,1.5673,124.849,4.7039,1248.49,1248.37,1272.16,1272.07,28.4885,39.63,4.877,4.475,4.546,0.338461538
05/02/1999,11.8,11.8,#N/A,6.79,7.39,#N/A,29.67,800,133.0385,1.5673,123.94,4.6704,1239.4,1232.33,1251.84,1248.49,28.2853,39.63,4.941,4.494,4.598,0.346153846
08/02/1999,11.67,11.67,#N/A,6.78,7.39,#N/A,30.27,802,133.1026,1.5673,124.377,4.6886,1243.77,1231.94,1246.71,1239.4,28.4009,39.6,4.92,4.504,4.587,0.369230769
09/02/1999,11.68,11.68,#N/A,6.76,7.36,#N/A,31.36,805,132.8359,1.5673,121.614,4.5856,1216.14,1215.58,1244.06,1243.77,27.7766,39.6,4.881,4.507,4.547,0.376923077
10/02/1999,11.75,11.75,#N/A,6.77,7.36,#N/A,30.45,807,132.9736,1.5673,122.355,4.6131,1223.55,1211.89,1226.78,1216.14,27.9434,39.6,4.93,4.465,4.536,0.384615385
11/02/1999,11.85,11.85,#N/A,6.77,7.37,#N/A,27.42,807,133.1127,1.5673,125.404,4.7261,1254.04,1223.36,1254.05,1223.55,28.6297,39.61,4.92,4.506,4.546,0.392307692
12/02/1999,11.88,11.88,#N/A,6.77,7.37,#N/A,29.76,812,132.8692,1.5673,123.013,4.6362,1230.13,1225.53,1254.04,1254.04,28.0849,39.61,5.053,4.524,4.576,0.4
16/02/1999,11.37,11.37,#N/A,6.78,7.37,#N/A,29.65,821,130.0031,1.5673,124.187,4.6794,1241.87,1230.13,1252.27,1230.13,28.3476,39.62,5.013,4.513,4.564,0.430769231
17/02/1999,11.53,11.53,#N/A,6.75,7.35,#N/A,30.65,825,130.2921,1.5673,122.403,4.6127,1224.03,1220.94,1249.29,1241.87,27.9435,39.61,4.97,4.517,4.6,0.438461538
18/02/1999,12.04,12.04,#N/A,6.8,7.39,#N/A,30.45,831,132.2085,1.5673,123.728,4.6626,1237.28,1220.53,1239.07,1224.03,28.2455,39.61,5.053,4.537,4.61,0.446153846
19/02/1999,11.76,11.76,#N/A,6.8,7.41,#N/A,29.3,843,131.4064,1.5673,123.922,4.6689,1239.22,1232.03,1247.94,1237.28,28.2842,39.62,5.074,4.556,4.63,0.453846154
22/02/1999,11.96,11.96,#N/A,6.78,7.37,#N/A,25.87,859,131.194,1.5673,127.214,4.7916,1272.14,1239.22,1272.22,1239.22,29.0271,39.63,5.014,4.597,4.65,0.476923077
23/02/1999,11.96,11.96,#N/A,6.82,7.41,#N/A,26.49,876,133.09,1.5673,127.118,4.7866,1271.18,1263.35,1280.43,1272.14,28.9969,39.64,5.11,4.662,4.642,0.484615385
24/02/1999,12.61,12.61,#N/A,6.91,7.47,#N/A,27.21,898,132.7006,1.5673,125.341,4.7192,1253.41,1251.97,1283.91,1271.18,28.5889,39.65,5.175,4.651,4.674,0.492307692
25/02/1999,12.68,12.68,#N/A,6.99,7.56,#N/A,28.01,935,133.2422,1.5673,124.502,4.6872,1245.02,1225.01,1253.41,1253.41,28.395,39.65,5.349,4.63,4.706,0.5
26/02/1999,12.27,12.27,#N/A,6.95,7.53,#N/A,27.88,964,130.8113,1.5673,123.833,4.6606,1238.33,1226.25,1246.54,1245.02,28.2282,39.67,5.287,4.67,4.714,0.507692308
01/03/1999,12.24,12.24,#N/A,7.05,7.61,#N/A,28.37,978,131.1051,1.5673,123.616,4.6466,1236.16,1222.02,1238.6,1238.33,28.1388,39.79,5.39,4.69,4.735,0.530769231
02/03/1999,12.51,12.51,#N/A,6.99,7.58,#N/A,29.22,979,132.6191,1.5673,122.55,4.6069,1225.5,1221.87,1248.31,1236.16,27.8987,39.79,5.32,4.642,4.73,0.538461538
03/03/1999,12.93,12.93,#N/A,7.05,7.63,#N/A,29.04,975,134.1573,1.5673,122.77,4.616,1227.7,1216.03,1231.69,1225.5,27.954,39.78,5.384,4.589,4.73,0.546153846
04/03/1999,13.35,13.35,#N/A,7.07,7.64,#N/A,26.67,967,136.2586,1.5673,124.664,4.6877,1246.64,1227.7,1247.91,1227.7,28.3769,39.79,5.419,4.599,4.74,0.553846154
05/03/1999,13.3,13.3,#N/A,7,7.58,#N/A,24.08,956,137.2155,1.5673,127.547,4.7971,1275.47,1246.64,1275.68,1246.64,29.0382,39.78,5.314,4.597,4.706,0.561538462
08/03/1999,13.63,13.63,#N/A,6.99,7.56,#N/A,24.54,958,139.2699,1.2794,128.273,4.8227,1282.73,1271.61,1282.73,1275.47,29.1932,39.8,5.263,4.607,4.705,0.584615385
09/03/1999,13.85,13.85,#N/A,6.94,7.5,#N/A,25.02,964,140.2176,1.2794,127.984,4.8121,1279.84,1274.76,1293.74,1282.73,29.1293,39.79,5.172,4.579,4.666,0.592307692
10/03/1999,14.69,14.69,#N/A,6.96,7.51,#N/A,24.79,968,144.7319,1.2794,128.684,4.8225,1286.84,1275.17,1287.03,1279.84,29.1098,39.95,5.191,4.579,4.666,0.6
11/03/1999,14.31,14.31,#N/A,6.97,7.52,#N/A,24.37,978,142.9722,1.2794,129.768,4.8625,1297.68,1286.84,1306.41,1286.84,29.351,39.96,5.2,4.589,4.687,0.607692308
12/03/1999,14.49,14.49,#N/A,6.94,7.49,#N/A,24.84,997,142.8823,1.2794,129.459,4.8504,1294.59,1289.2,1304.58,1297.68,29.278,39.96,5.147,4.587,4.663,0.615384615
15/03/1999,14.45,14.45,#N/A,6.92,7.47,#N/A,25.24,1000,141.9965,1.2794,130.726,4.8959,1307.26,1291.03,1307.54,1294.59,29.5527,39.98,5.147,4.576,4.684,0.638461538
16/03/1999,14.46,14.46,#N/A,6.89,7.45,#N/A,25.15,1001,142.4198,1.2794,130.638,4.8904,1306.38,1302.29,1311.11,1307.26,29.5197,40,5.107,4.528,4.664,0.646153846
17/03/1999,15.05,15.05,#N/A,6.92,7.48,#N/A,25.57,995,145.5735,1.2794,129.782,4.8561,1297.82,1292.61,1306.77,1306.38,29.3119,40.02,5.122,4.506,4.642,0.653846154
18/03/1999,15,15,#N/A,6.91,7.47,#N/A,24.13,987,145.2459,1.2794,131.655,4.9231,1316.55,1294.74,1317.41,1297.82,29.7167,40.04,5.103,4.485,4.61,0.661538462
19/03/1999,15.24,15.24,#N/A,6.94,7.5,#N/A,24.32,982,146.4127,1.2794,129.929,4.8561,1299.29,1298.98,1323.88,1316.55,29.3119,40.06,5.184,4.494,4.608,0.669230769
22/03/1999,15.5,15.5,#N/A,6.97,7.53,#N/A,25,974,149.2716,1.2794,129.701,4.8427,1297.01,1294.22,1303.89,1299.29,29.2494,40.07,5.199,4.504,4.608,0.692307692
23/03/1999,15.5,15.5,#N/A,6.97,7.53,#N/A,27.27,969,148.231,1.2794,126.214,4.7154,1262.14,1257.5,1297.01,1297.01,28.4805,40.05,5.156,4.476,4.528,0.7
24/03/1999,15.34,15.34,#N/A,6.94,7.5,#N/A,26.6,963,147.0358,1.2794,126.859,4.7418,1268.59,1256.52,1269.02,1262.14,28.6401,40.03,5.156,4.475,4.538,0.707692308
25/03/1999,15.67,15.67,#N/A,6.98,7.53,#N/A,24.33,957,149.4958,1.2794,128.999,4.8168,1289.99,1268.59,1290.01,1268.59,29.099,40.08,5.214,4.495,4.548,0.715384615
26/03/1999,16.17,16.17,#N/A,7,7.54,#N/A,24.04,948,152.211,1.2794,128.28,4.7887,1282.8,1277.29,1289.99,1289.99,28.9273,40.11,5.199,4.494,4.525,0.723076923
29/03/1999,16.44,16.44,#N/A,7.03,7.57,#N/A,23.54,936,152.902,1.2794,131.017,4.8836,1310.17,1282.8,1311.8,1282.8,29.4789,40.24,5.259,4.493,4.525,0.746153846
30/03/1999,16.8,16.8,#N/A,6.99,7.53,#N/A,22.73,918,154.2953,1.2794,130.075,4.8421,1300.75,1295.53,1310.8,1310.17,29.2284,40.29,5.191,4.465,4.485,0.753846154
31/03/1999,16.76,16.76,#N/A,7.02,7.56,#N/A,23.26,902,153.9354,1.2794,128.637,4.6985,1286.37,1285.75,1313.53,1300.75,28.552,38.86,5.242,4.475,4.517,0.761538462
01/04/1999,16.64,16.64,#N/A,7.06,7.59,#N/A,22.06,891,152.8592,1.2794,129.372,4.723,1293.72,1282.55,1294.44,1286.37,28.7006,38.88,5.279,4.411,4.504,0.769230769
05/04/1999,16.95,16.95,#N/A,6.98,7.52,#N/A,22.19,#N/A,153.9152,1.2794,132.112,4.8048,1321.12,1293.72,1321.12,1293.72,29.2057,39.17,5.19,4.389,4.482,0.8
06/04/1999,16.81,16.81,#N/A,6.93,7.47,#N/A,22.65,883,153.8558,1.2794,131.789,4.7929,1317.89,1311.07,1326.76,1321.12,29.1336,39.18,5.124,4.393,4.517,0.807692308
07/04/1999,16.03,16.03,#N/A,6.93,7.47,#N/A,22.81,873,150.286,1.2794,132.689,4.8306,1326.89,1312.56,1329.65,1317.89,29.3641,39.14,5.122,4.413,4.538,0.815384615
08/04/1999,15.83,15.83,#N/A,6.86,7.4,#N/A,22.59,862,149.2558,1.2794,134.398,4.8919,1343.98,1321.61,1344.08,1326.89,29.7373,39.14,5.036,4.392,4.516,0.823076923
09/04/1999,16.57,16.57,#N/A,6.87,7.4,#N/A,21.77,860,152.7195,1.2794,134.835,4.9082,1348.35,1335.23,1351.18,1343.98,29.8364,39.14,5.053,4.349,4.493,0.830769231
12/04/1999,16.4,16.4,#N/A,6.88,7.4,#N/A,21.93,858,152.1104,1.2794,135.864,4.9461,1358.64,1333.07,1358.69,1348.35,30.0675,39.13,5.051,4.317,4.482,0.853846154
13/04/1999,16.72,16.72,#N/A,6.92,7.43,#N/A,22.73,856,153.8147,1.2794,134.982,4.9142,1349.82,1344.03,1362.38,1358.64,29.8729,39.13,5.103,4.268,4.484,0.861538462
14/04/1999,16.47,16.47,#N/A,6.92,7.44,#N/A,24.94,864,152.5221,1.2794,132.844,4.8402,1328.44,1326.41,1357.08,1349.82,29.424,39.1,5.127,4.278,4.494,0.869230769
15/04/1999,16.87,16.87,#N/A,6.94,7.45,#N/A,23.93,873,154.1762,1.2794,132.286,4.8244,1322.86,1308.38,1333.6,1328.44,29.3266,39.07,5.169,4.319,4.493,0.876923077
16/04/1999,17.33,17.33,#N/A,6.98,7.5,#N/A,23.9,887,155.7264,1.2794,131.9,4.8111,1319,1311.1,1325.12,1322.86,29.2453,39.06,5.221,4.307,4.534,0.884615385
19/04/1999,17.8,17.8,#N/A,6.96,7.47,#N/A,26.42,897,157.1157,1.2794,128.948,4.7132,1289.48,1284.59,1340.02,1319,28.6501,38.98,5.149,4.317,4.523,0.907692308
20/04/1999,17.78,17.78,#N/A,6.94,7.45,#N/A,25.02,906,156.5453,1.2794,130.617,4.7692,1306.17,1288.28,1306.25,1289.48,28.9898,39.02,5.136,4.382,4.538,0.915384615
21/04/1999,17.92,17.92,#N/A,6.95,7.46,#N/A,23.31,921,157.7377,1.2794,133.612,4.8749,1336.12,1301.83,1336.12,1306.17,29.6307,39.05,5.181,4.34,4.528,0.923076923
22/04/1999,18.18,18.18,#N/A,7.01,7.52,#N/A,22.62,941,158.2437,1.2794,135.882,4.955,1358.82,1336.12,1358.96,1336.12,30.118,39.07,5.247,4.381,4.57,0.930769231
23/04/1999,17.94,17.94,#N/A,7.01,7.52,#N/A,22.76,959,157.7405,1.2794,135.685,4.9466,1356.85,1348.47,1363.7,1358.83,30.067,39.08,5.252,4.411,4.589,0.938461538
26/04/1999,17.66,17.66,#N/A,6.99,7.5,#N/A,23.53,972,156.763,1.2794,136.004,4.9523,1360.04,1353.76,1363.58,1356.85,30.101,39.13,5.222,4.452,4.578,0.961538462
27/04/1999,17.81,17.81,#N/A,6.97,7.48,#N/A,23.36,995,157.2657,1.2794,136.28,4.9655,1362.8,1356.61,1371.67,1360.04,30.1785,39.1,5.205,4.476,4.591,0.969230769
28/04/1999,18.45,18.45,#N/A,7,7.5,#N/A,24.4,1029,160.0233,1.2794,135.091,4.9269,1350.91,1348.38,1368.76,1362.8,29.937,39.03,5.263,4.361,4.591,0.976923077
29/04/1999,18.53,18.53,#N/A,6.95,7.46,#N/A,25.06,1057,160.7582,1.2794,134.283,4.8985,1342.83,1336.71,1356.86,1350.91,29.7706,39.03,5.216,4.495,4.58,0.984615385
30/04/1999,18.66,18.66,#N/A,7.08,7.58,#N/A,25.07,1091,160.9771,1.2794,133.518,4.8672,1335.18,1314.59,1351.83,1342.83,29.5834,39.05,5.348,4.535,4.653,0.992307692
03/05/1999,18.85,18.85,#N/A,7.07,7.58,#N/A,24.15,#N/A,161.634,1.2794,135.463,4.932,1354.63,1329.83,1354.63,1335.18,30.0326,39.06,5.359,4.576,4.652,1
04/05/1999,18.92,18.92,#N/A,7.12,7.63,#N/A,25.62,1095,162.3302,1.2794,133.2,4.8508,1332,1330.59,1354.63,1354.63,29.5388,39.05,5.405,4.6,4.687,1
05/05/1999,18.98,18.98,#N/A,7.11,7.61,#N/A,25.19,1094,162.4368,1.2794,134.731,4.9046,1347.31,1317.41,1347.32,1332,29.871,39.05,5.394,4.589,4.666,1
06/05/1999,18.32,18.32,#N/A,7.19,7.69,#N/A,27.44,1104,159.8369,1.2794,133.205,4.8504,1332.05,1322.56,1348.35,1347.31,29.5522,39.03,5.511,4.599,4.676,1
07/05/1999,18.22,18.22,#N/A,7.21,7.71,#N/A,25.36,1120,158.7984,1.2794,134.5,4.8986,1345,1332.05,1345.99,1332.05,29.8474,39.02,5.542,4.597,4.685,1
10/05/1999,18.5,18.5,#N/A,7.18,7.67,#N/A,26.62,1125,160.0611,1.2794,134.03,4.8746,1340.3,1334,1352.01,1345,29.7011,39.08,5.534,4.576,4.684,1
11/05/1999,18.06,18.06,#N/A,7.23,7.71,#N/A,25.62,1121,158.6983,1.2794,135.561,4.9262,1355.61,1340.3,1360.03,1340.3,30.0146,39.11,5.578,4.579,4.675,1
12/05/1999,17.57,17.57,#N/A,7.22,7.7,#N/A,26.13,1112,156.9402,1.2794,136.4,4.9578,1364,1332.95,1366.95,1355.61,30.2079,39.1,5.57,4.579,4.675,1
13/05/1999,18.03,18.03,#N/A,7.14,7.61,#N/A,25.02,1097,158.8747,1.2794,136.756,4.9739,1367.56,1364,1375.98,1364,30.306,39.08,5.412,4.568,4.664,1
14/05/1999,18.04,18.04,#N/A,7.27,7.74,#N/A,26.86,1083,158.5068,1.2794,133.78,4.867,1337.8,1332.71,1367.56,1367.56,29.6607,39.06,5.628,4.649,4.757,1
17/05/1999,17.94,17.94,#N/A,7.27,7.75,#N/A,27.28,1072,157.9173,1.2794,133.949,4.868,1339.49,1321.18,1339.95,1337.8,29.6688,39.09,5.636,4.638,4.767,1
18/05/1999,17.11,17.11,#N/A,7.31,7.79,#N/A,27.26,1061,154.7189,1.2794,133.332,4.8451,1333.32,1323.37,1345.46,1339.49,29.5275,39.1,5.661,4.652,4.836,1
19/05/1999,16.88,16.88,#N/A,7.25,7.74,#N/A,25.08,1043,153.8697,1.2794,134.423,4.8852,1344.23,1328.27,1344.23,1333.32,29.7712,39.1,5.595,4.6,4.772,1
20/05/1999,17.03,17.03,#N/A,7.32,7.81,#N/A,24.46,1027,153.8865,1.2794,133.883,4.8671,1338.83,1338.83,1350.5,1344.23,29.6593,39.08,5.591,4.589,4.75,1
21/05/1999,17.41,17.41,#N/A,7.25,7.75,#N/A,24.4,1027,154.7614,1.2794,133.029,4.8373,1330.29,1326.24,1340.9,1338.83,29.4769,39.07,5.504,4.577,4.749,1
24/05/1999,17.06,17.06,#N/A,7.28,7.77,#N/A,27.62,1022,152.1697,1.2794,130.665,4.7554,1306.65,1303.46,1332.96,1330.29,28.9487,39.06,5.479,4.607,4.759,1
25/05/1999,17.14,17.14,#N/A,7.27,7.76,#N/A,28.9,1017,152.6201,1.2794,128.44,4.6754,1284.4,1284.38,1317.48,1306.65,28.46,39.05,5.473,4.642,4.784,1
26/05/1999,17.35,17.35,#N/A,7.3,7.79,#N/A,27.57,1007,153.5175,1.2794,130.476,4.7481,1304.76,1278.53,1304.83,1284.4,28.903,39.06,5.551,4.631,4.794,1
27/05/1999,17.17,17.17,#N/A,7.32,7.81,#N/A,28.12,988,152.6962,1.2794,128.141,4.6641,1281.41,1277.31,1304.76,1304.76,28.3918,39.05,5.626,4.63,4.836,1
28/05/1999,16.84,16.84,#N/A,7.32,7.82,#N/A,25.39,982,152.2197,1.2794,130.184,4.7347,1301.84,1281.4,1303.94,1281.4,28.8564,39.14,5.62,4.638,4.834,1
01/06/1999,16.34,16.34,#N/A,7.42,7.9,#N/A,26.62,975,149.9942,1.2794,129.426,4.7061,1294.26,1281.49,1301.84,1301.84,28.7276,39.01,5.758,4.658,4.918,1
02/06/1999,16.65,16.65,#N/A,7.42,7.9,#N/A,26.21,972,151.9728,1.2794,129.481,4.7102,1294.81,1277.51,1297.07,1294.26,28.7535,39,5.781,4.727,4.943,1
03/06/1999,16.74,16.74,#N/A,7.43,7.92,#N/A,26.2,978,152.6491,1.2794,129.954,4.7294,1299.54,1294.23,1304.12,1294.81,28.8618,38.99,5.803,4.612,4.942,1
04/06/1999,17.32,17.32,#N/A,7.45,7.94,#N/A,23.43,998,155.1236,1.2794,132.775,4.8306,1327.75,1299.54,1327.75,1299.54,29.4093,39.12,5.807,4.537,4.951,1
07/06/1999,17.86,17.86,#N/A,7.45,7.94,#N/A,23.78,1009,157.9396,1.2794,133.452,4.856,1334.52,1325.89,1336.43,1327.75,29.5642,39.1,5.792,4.495,4.95,1
08/06/1999,17.66,17.66,#N/A,7.46,7.96,#N/A,24.02,1014,157.1995,1.2794,131.733,4.795,1317.33,1312.93,1334.52,1334.52,29.1935,39.09,5.824,4.613,4.962,0.992307692
09/06/1999,17.99,17.99,#N/A,7.48,7.97,#N/A,23.9,1024,158.9492,1.2794,131.864,4.8007,1318.64,1314.73,1325.95,1317.33,29.2072,39.13,5.888,4.591,4.972,0.984615385
10/06/1999,17.85,17.85,#N/A,7.52,8.01,#N/A,25.32,1027,158.5714,1.2794,130.282,4.7451,1302.82,1293.08,1318.64,1318.64,28.8691,39.11,5.931,4.684,5.014,0.976923077
11/06/1999,18.43,18.43,#N/A,7.6,8.09,#N/A,25.9,1027,161.4906,1.2794,129.364,4.7146,1293.64,1287.92,1311.91,1302.82,28.6826,39.09,6.033,4.735,5.076,0.969230769
14/06/1999,18.33,18.33,#N/A,7.57,8.06,#N/A,26.51,1023,161.6568,1.2794,129.4,4.7185,1294,1292.2,1301.93,1293.64,28.7148,39.1,5.966,4.661,5.043,0.946153846
15/06/1999,18.55,18.55,#N/A,7.57,8.07,#N/A,25.91,1014,161.6886,1.2794,130.116,4.7414,1301.16,1294,1310.75,1294,28.8552,39.13,5.977,4.725,5.06,0.938461538
16/06/1999,17.94,17.94,#N/A,7.55,8.05,#N/A,22.4,999,159.3225,1.2794,133.041,4.8435,1330.41,1301.16,1332.83,1301.16,29.4788,39.16,5.925,4.641,5.007,0.930769231
17/06/1999,18.19,18.19,#N/A,7.45,7.94,#N/A,21.95,975,159.993,1.2794,133.99,4.8765,1339.9,1322.78,1343.54,1330.41,29.6817,39.16,5.788,4.62,4.953,0.923076923
18/06/1999,17.99,17.99,#N/A,7.47,7.97,#N/A,21.75,961,159.8642,1.6199,134.284,4.8865,1342.84,1333.48,1344.55,1339.9,29.744,39.16,5.827,4.649,4.972,0.915384615
21/06/1999,17.7,17.7,#N/A,7.53,8.02,#N/A,21.81,956,158.3084,1.6199,134.9,4.9135,1349,1337.68,1349.11,1342.84,29.9402,39.05,5.885,4.669,5.014,0.892307692
22/06/1999,17.61,17.61,#N/A,7.57,8.06,#N/A,21.7,955,157.8025,1.6199,133.588,4.8668,1335.88,1335.58,1351.12,1349,29.6505,39.06,5.923,4.738,5.039,0.884615385
23/06/1999,18.45,18.45,#N/A,7.61,8.1,#N/A,21.32,967,160.246,1.6199,133.306,4.8547,1333.06,1324.32,1335.87,1335.87,29.5772,39.07,6.029,4.716,5.028,0.876923077
24/06/1999,18.29,18.29,#N/A,7.66,8.15,#N/A,23.06,977,159.5005,1.6199,131.578,4.7928,1315.78,1308.5,1333.06,1333.06,29.1995,39.08,6.029,4.716,5.038,0.869230769
25/06/1999,18.39,18.39,#N/A,7.65,8.15,#N/A,21.76,984,159.6202,1.6199,131.531,4.7947,1315.31,1312.64,1329.07,1315.78,29.1901,39.09,6.014,4.787,5.079,0.861538462
28/06/1999,18.23,18.23,#N/A,7.59,8.09,#N/A,22.63,982,158.6368,1.6199,133.135,4.8477,1331.35,1315.31,1333.68,1315.31,29.477,39.36,5.943,4.786,5.068,0.838461538
29/06/1999,18.44,18.44,#N/A,7.56,8.05,#N/A,22.51,976,159.7862,1.6199,135.145,4.9213,1351.45,1328.4,1351.51,1331.35,29.9233,39.35,5.926,4.821,5.135,0.830769231
30/06/1999,19.29,19.29,#N/A,7.49,7.99,#N/A,21.09,970,163.362,1.6199,137.271,4.8727,1372.71,1338.8,1372.93,1351.45,29.8332,41.58,5.78,4.779,5.039,0.823076923
01/07/1999,19.39,19.39,#N/A,7.49,7.98,#N/A,19.69,960,162.6501,1.6199,138.096,4.9045,1380.96,1360.76,1382.8,1372.71,30.0215,41.56,5.84,4.653,5.006,0.815384615
02/07/1999,19.69,19.69,#N/A,7.47,7.96,#N/A,18.66,955,162.6163,1.6199,139.122,4.9373,1391.22,1379.5,1391.22,1380.96,30.2366,41.68,5.828,4.672,4.982,0.807692308
06/07/1999,19.78,19.78,#N/A,7.52,8,#N/A,20.73,947,161.5676,1.6199,138.812,4.8831,1388.12,1387.14,1405.32,1391.22,29.9838,41.91,5.868,4.629,4.928,0.776923077
